[0;32m--------------start------------2021-07-07 20:28:41[0m
[0;32margs:topk --algo fwdpush --prefix ./data/ --dataset webstanford --epsilon 0.05 --query_size 1 --k 100 [0m
action: topk
config.epsilon=0.05 
config.version=vector 
config.action=topk 
sub constructor 
init graph n: 281904 m: 2312497
load graph finish 
init parameters graph.n=281904 
finihsed initing parameters 
graph.n=281904 graph.m=2312497 
queries.size()=10000 
config.k=100 
----------------------------- 
exact_topk_pprs.size()=500 
1. source node:94090
config.delta=3.54731e-06 
config.pfail=3.54731e-06 
config.rmax=2.16216e-08 
config.omega=0 
94090, 0.348310
75861, 0.080653
107572, 0.105431
237387, 0.108595
244818, 0.111814
276540, 0.080480
95269, 0.034184
238774, 0.023435
273100, 0.003636
26796, 0.005293
36783, 0.006448
46519, 0.007304
86098, 0.004962
115194, 0.004593
19299, 0.004329
66694, 0.003825
173905, 0.003859
184125, 0.003829
34517, 0.003860
108704, 0.002785
102512, 0.000152
161619, 0.000152
7109, 0.000121
81295, 0.000118
25620, 0.000153
24505, 0.000109
123388, 0.000109
215425, 0.000153
38169, 0.000122
38444, 0.000122
40255, 0.000119
226437, 0.000211
189539, 0.000210
201841, 0.000130
101131, 0.000212
61167, 0.000109
66567, 0.000122
268030, 0.000210
202340, 0.000114
128159, 0.000115
180843, 0.000106
227592, 0.000210
161176, 0.000109
179985, 0.000148
168952, 0.000151
196331, 0.000130
8212, 0.001401
106507, 0.001412
105139, 0.001406
82785, 0.001437
120103, 0.001459
175382, 0.001624
222028, 0.001033
269796, 0.002196
18412, 0.000324
243696, 0.000030
219619, 0.000088
179992, 0.000099
208822, 0.000145
132833, 0.000044
798, 0.000032
123955, 0.000037
959, 0.000032
130610, 0.000037
101450, 0.000029
97410, 0.000027
19190, 0.000027
223463, 0.000028
100770, 0.000034
266950, 0.000032
21859, 0.000093
140675, 0.000099
128531, 0.000041
248959, 0.000042
216859, 0.000039
201836, 0.000034
2180, 0.000034
257037, 0.000071
136261, 0.000040
198821, 0.000047
2848, 0.000023
269783, 0.000086
196098, 0.000034
57587, 0.000048
201814, 0.000033
3871, 0.000023
4112, 0.000053
229208, 0.000023
262499, 0.000039
269301, 0.000023
85640, 0.000022
196090, 0.000062
261845, 0.000069
262263, 0.000050
19246, 0.000037
129772, 0.000040
151532, 0.000050
114919, 0.000064
50436, 0.000091
216330, 0.000065
186983, 0.000061
205501, 0.000063
128426, 0.000071
7213, 0.000033
7367, 0.000029
272775, 0.000029
7812, 0.000036
7893, 0.000032
255694, 0.000052
232173, 0.000024
222227, 0.000035
205777, 0.000022
157564, 0.000035
171673, 0.000024
54843, 0.000028
8145, 0.000022
12260, 0.000039
158723, 0.000026
9386, 0.000025
162034, 0.000028
125156, 0.000034
10156, 0.000024
10365, 0.000036
155660, 0.000024
11195, 0.000023
278736, 0.000039
227443, 0.000029
163707, 0.000032
138323, 0.000030
99831, 0.000034
92241, 0.000032
47352, 0.000053
44749, 0.000035
51363, 0.000033
64118, 0.000029
196766, 0.000029
12220, 0.000047
271307, 0.000071
238309, 0.000034
203788, 0.000031
127789, 0.000036
139466, 0.000029
12856, 0.000025
38526, 0.000070
12875, 0.000023
30097, 0.000033
12985, 0.000027
13640, 0.000028
169810, 0.000045
231735, 0.000025
14473, 0.000021
14745, 0.000021
15016, 0.000028
222954, 0.000032
213121, 0.000030
114603, 0.000034
90127, 0.000033
21745, 0.000035
183979, 0.000028
233369, 0.000031
213185, 0.000030
168776, 0.000028
252338, 0.000021
199866, 0.000044
142482, 0.000107
218031, 0.000030
274445, 0.000028
99143, 0.000025
275163, 0.000032
189822, 0.000027
26754, 0.000024
220393, 0.000040
186472, 0.000041
171334, 0.000046
102593, 0.000044
52402, 0.000040
64983, 0.000029
232335, 0.000023
95609, 0.000039
160964, 0.000026
133814, 0.000023
102366, 0.000026
273069, 0.000036
272887, 0.000041
133266, 0.000041
86421, 0.000036
57355, 0.000025
248730, 0.000040
115955, 0.000041
268261, 0.000047
264216, 0.000041
220070, 0.000046
133747, 0.000044
58718, 0.000042
40745, 0.000029
25126, 0.000036
28140, 0.000139
21315, 0.000038
155303, 0.000100
152990, 0.000032
112864, 0.000055
85970, 0.000030
21138, 0.000033
21340, 0.000027
179510, 0.000085
59929, 0.000032
22273, 0.000029
100557, 0.000028
97816, 0.000022
54171, 0.000034
22979, 0.000028
89809, 0.000025
23225, 0.000040
29303, 0.000032
24315, 0.000029
248268, 0.000118
187666, 0.000024
41594, 0.000031
52951, 0.000038
247151, 0.000027
259922, 0.000063
228391, 0.000026
190099, 0.000041
201138, 0.000045
172665, 0.000062
28114, 0.000028
25675, 0.000024
167044, 0.000026
164960, 0.000031
169945, 0.000028
241595, 0.000040
231830, 0.000035
149618, 0.000035
153715, 0.000033
109395, 0.000034
33727, 0.000035
145366, 0.000030
26583, 0.000021
26624, 0.000023
276583, 0.000016
96715, 0.000033
233937, 0.000033
204029, 0.000034
171077, 0.000024
130262, 0.000039
49147, 0.000040
28578, 0.000027
90777, 0.000037
29096, 0.000027
242869, 0.000029
29644, 0.000026
167140, 0.000023
31589, 0.000037
44792, 0.000032
281324, 0.000031
33325, 0.000023
101454, 0.000027
33474, 0.000026
144017, 0.000046
258385, 0.000034
34338, 0.000022
212843, 0.000023
202518, 0.000023
163657, 0.000023
34642, 0.000021
34678, 0.000024
238806, 0.000026
241616, 0.000029
127494, 0.000021
37343, 0.000022
37392, 0.000020
198356, 0.000051
116918, 0.000035
55411, 0.000032
230467, 0.000031
266041, 0.000041
176453, 0.000024
135558, 0.000079
132263, 0.000043
100982, 0.000028
122590, 0.000041
276860, 0.000029
40433, 0.000024
40441, 0.000035
40633, 0.000027
54163, 0.000027
163349, 0.000030
180050, 0.000032
266974, 0.000028
225378, 0.000029
239859, 0.000028
203881, 0.000039
87513, 0.000024
45177, 0.000025
93044, 0.000022
254664, 0.000031
209863, 0.000025
46310, 0.000025
134005, 0.000016
100926, 0.000028
270826, 0.000033
89086, 0.000026
60788, 0.000031
48716, 0.000023
221655, 0.000025
70383, 0.000025
251279, 0.000027
49208, 0.000025
244732, 0.000025
170495, 0.000033
64674, 0.000025
275170, 0.000032
50457, 0.000023
51137, 0.000025
51443, 0.000024
143644, 0.000025
54390, 0.000024
52249, 0.000031
238379, 0.000028
53290, 0.000024
228716, 0.000028
54664, 0.000027
55592, 0.000027
267578, 0.000024
56125, 0.000031
57305, 0.000028
57654, 0.000025
57986, 0.000021
58060, 0.000027
262339, 0.000098
64495, 0.000027
171287, 0.000026
239100, 0.000033
176518, 0.000022
60086, 0.000023
255585, 0.000025
229355, 0.000025
199851, 0.000044
197713, 0.000044
182233, 0.000025
163068, 0.000025
155239, 0.000025
112491, 0.000023
74426, 0.000026
101220, 0.000025
254979, 0.000029
201367, 0.000029
89546, 0.000031
62565, 0.000034
63245, 0.000024
210429, 0.000022
186551, 0.000024
208319, 0.000022
146854, 0.000023
167889, 0.000023
103787, 0.000029
177624, 0.000038
71769, 0.000024
178391, 0.000032
72095, 0.000022
150455, 0.000030
172222, 0.000022
74800, 0.000030
75430, 0.000026
76220, 0.000023
259986, 0.000030
242311, 0.000028
245550, 0.000028
151592, 0.000028
161553, 0.000028
111834, 0.000026
130870, 0.000030
86034, 0.000025
214382, 0.000024
105295, 0.000024
77697, 0.000023
148197, 0.000037
78854, 0.000023
122284, 0.000020
80601, 0.000021
80812, 0.000023
81248, 0.000023
82773, 0.000022
268359, 0.000026
231294, 0.000025
158656, 0.000022
84535, 0.000025
84701, 0.000024
168495, 0.000021
88112, 0.000023
275445, 0.000041
145003, 0.000026
217979, 0.000024
102974, 0.000029
93839, 0.000026
208436, 0.000030
226903, 0.000021
206428, 0.000026
146586, 0.000018
97408, 0.000024
97723, 0.000032
97878, 0.000023
98517, 0.000026
98659, 0.000024
163705, 0.000030
136141, 0.000028
102902, 0.000023
115591, 0.000025
106104, 0.000031
172426, 0.000028
113737, 0.000027
106375, 0.000023
107240, 0.000024
107510, 0.000023
107750, 0.000023
227759, 0.000024
186203, 0.000024
189361, 0.000022
166678, 0.000022
174442, 0.000024
168237, 0.000022
173759, 0.000022
110432, 0.000028
112374, 0.000023
229347, 0.000023
165293, 0.000025
121436, 0.000023
121649, 0.000023
237099, 0.000022
122411, 0.000024
128973, 0.000024
129142, 0.000023
191522, 0.000022
131249, 0.000026
279134, 0.000025
250239, 0.000023
136957, 0.000045
134146, 0.000025
225036, 0.000026
236489, 0.000026
178478, 0.000026
150348, 0.000026
273984, 0.000037
268366, 0.000026
265808, 0.000022
201021, 0.000023
138002, 0.000022
147441, 0.000027
182090, 0.000024
195277, 0.000098
201103, 0.000025
150882, 0.000030
164242, 0.000023
153725, 0.000024
154323, 0.000025
263320, 0.000026
272014, 0.000022
160670, 0.000022
161004, 0.000023
162921, 0.000024
163237, 0.000027
270868, 0.000024
192821, 0.000022
167067, 0.000023
217569, 0.000027
203909, 0.000030
169648, 0.000025
275942, 0.000028
173265, 0.000025
177843, 0.000022
177926, 0.000024
179447, 0.000023
281095, 0.000022
272373, 0.000023
277627, 0.000023
270859, 0.000023
256572, 0.000023
258101, 0.000023
218334, 0.000023
228073, 0.000023
223394, 0.000023
236855, 0.000025
201094, 0.000024
194892, 0.000023
187293, 0.000025
193978, 0.000025
192688, 0.000025
267008, 0.000025
199669, 0.000023
200950, 0.000024
273798, 0.000022
221671, 0.000022
223508, 0.000025
225884, 0.000023
253592, 0.000025
257009, 0.000021
260622, 0.000024
257865, 0.000024
265869, 0.000022
253561, 0.000020
56088, 0.000017
280700, 0.000011
208280, 0.000014
3635, 0.000010
232120, 0.000009
183951, 0.000061
258136, 0.000012
208004, 0.000009
8423, 0.000010
273129, 0.000026
234001, 0.000027
224643, 0.000035
153900, 0.000049
121643, 0.000019
125238, 0.000018
127511, 0.000018
37256, 0.000018
40277, 0.000019
141757, 0.000011
78571, 0.000013
269714, 0.000010
223138, 0.000009
215600, 0.000021
142669, 0.000009
146989, 0.000021
267171, 0.000023
30640, 0.000009
33448, 0.000009
33772, 0.000011
247186, 0.000008
163208, 0.000010
36416, 0.000010
281747, 0.000010
255576, 0.000010
